GEO,DGUID,Total - Shelter-cost-to-income ratio,30% to less than 50%,50% or more,affordability_30plus,affordability_50plus,ALT_GEO_CODE,GEO_NAME,TNR_SF,TNR_LF,"Population, 2021","Population percentage change, 2016 to 2021",Population density per square kilometre,Median age of the population,Average household size,      Median total income of one-person households in 2020 ($),  Renter,    'Not suitable' and 'major repairs needed',simplified_city_nm,market,municipality,starts_2020,starts_2021,Housing Target Status
North Dumfries,2021A00053530004,3615,315,145,12.7247579529737,4.01106500691563,3530004,"North Dumfries, Township (TP)",1.2,1.5,10619,4,56.5,42.4,2.9,52800,11.7,0.3,north dumfries,Kitchener-Cambridge-Waterloo CMA,North Dumfries TP,31,3,
Cambridge,2021A00053530010,51265,7470,3375,21.1547839656686,6.58343899346533,3530010,"Cambridge, City (CY)",2,3.1,138479,6.6,1225.5,39.2,2.7,42800,31.1,0.3,cambridge,Kitchener-Cambridge-Waterloo CMA,Cambridge CY,38,45,On track
Kitchener,2021A00053530013,99815,15655,7530,23.2279717477333,7.5439563191905,3530013,"Kitchener, City (CY)",1.9,2.9,256885,10.1,1877.6,37.2,2.6,44800,40.3,0.5,kitchener,Kitchener-Cambridge-Waterloo CMA,Kitchener CY,86,753,Exceeded
Waterloo,2021A00053530016,47040,6340,4875,23.8414115646259,10.3635204081633,3530016,"Waterloo, City (CY)",4.1,5,121436,15.7,1895.8,36,2.5,46000,38.7,0.2,waterloo,Kitchener-Cambridge-Waterloo CMA,Waterloo CY,218,12,Not met
Wilmot,2021A00053530020,7715,585,315,11.6655865197667,4.08295528191834,3530020,"Wilmot, Township (TP)",1.1,1.6,21429,4.3,81.2,42.8,2.7,48000,14.6,0.1,wilmot,Kitchener-Cambridge-Waterloo CMA,Wilmot TP,2,0,
Wellesley,2021A00053530027,3005,230,105,11.1480865224626,3.49417637271215,3530027,"Wellesley, Township (TP)",1,1.7,11318,0.5,40.8,35.2,3.4,46400,13.1,0,wellesley,,,0,0,
Woolwich,2021A00053530035,9080,860,390,13.7665198237885,4.29515418502203,3530035,"Woolwich, Township (TP)",1.2,1.9,26999,8,82.7,39.6,2.8,47200,16.1,0.2,woolwich,Kitchener-Cambridge-Waterloo CMA,Woolwich TP,6,30,
Stratford,2021A00053531011,14735,2020,905,19.8506956226671,6.14183915846624,3531011,"Stratford, City (CY)",1.1,1.8,33232,5.6,1107,46,2.2,41600,34.2,0.3,stratford,,,0,0,
Perth South,2021A00053531013,1160,100,60,13.7931034482759,5.17241379310345,3531013,"Perth South, Township (TP)",0.8,1.5,3776,-0.8,9.6,44.8,2.7,48000,22.5,0,perth south,,,0,0,
St. Marys,2021A00053531016,3125,270,105,12,3.36,3531016,"St. Marys, Town (T)",0.9,1.9,7386,1.7,593.8,48.4,2.3,44000,19,0,st marys,,,0,0,
West Perth,2021A00053531025,3075,290,100,12.6829268292683,3.2520325203252,3531025,"West Perth, Municipality (MU)",1,3.5,9038,2,15.6,40,2.6,41600,21.3,0.3,west perth,,,0,0,
Perth East,2021A00053531030,3465,310,180,14.1414141414141,5.1948051948052,3531030,"Perth East, Township (TP)",1.2,3.7,12595,2.6,17.7,36.4,3,44000,18,0.2,perth east,,,0,0,
North Perth,2021A00053531040,5540,725,310,18.6823104693141,5.5956678700361,3531040,"North Perth, Municipality (MU)",1.2,1.7,15538,18.3,31.5,37.6,2.6,40800,28.7,0.2,north perth,,,0,0,
Norwich,2021A00053532002,3455,260,170,12.4457308248915,4.92040520984081,3532002,"Norwich, Township (TP)",1.5,2.9,11151,2.9,26.3,36,3,44400,15.5,0.4,norwich,,,0,0,
Tillsonburg,2021A00053532004,8210,940,510,17.6613885505481,6.21193666260658,3532004,"Tillsonburg, Town (T)",1.6,2.5,18615,17.3,838.6,49.2,2.2,37600,29.2,0.2,tillsonburg,,,0,0,
South-West Oxford,2021A00053532012,2375,220,85,12.8421052631579,3.57894736842105,3532012,"South-West Oxford, Township (TP)",1.5,2.7,7583,-0.7,20.5,39.6,2.9,46800,14.5,0.4,south west oxford,,,0,0,
Ingersoll,2021A00053532018,5470,640,245,16.1791590493601,4.47897623400366,3532018,"Ingersoll, Town (T)",1,1.2,13693,7.3,1075.3,40.8,2.5,43600,23.7,0,ingersoll,,,0,0,
Zorra,2021A00053532027,2720,195,90,10.4779411764706,3.30882352941176,3532027,"Zorra, Township (TP)",1.2,1.8,8628,6,16.3,40.8,2.7,51200,16.9,0,zorra,,,0,0,
East Zorra-Tavistock,2021A00053532038,2755,255,100,12.8856624319419,3.62976406533575,3532038,"East Zorra-Tavistock, Township (TP)",1.2,1.6,7841,10.2,32.4,42.4,2.6,40800,18.5,0.5,east zorra tavistock,,,0,0,
Woodstock,2021A00053532042,18875,2910,1155,21.5364238410596,6.11920529801325,3532042,"Woodstock, City (CY)",1.6,3,46705,13.6,827.2,40.8,2.4,42800,34.8,0.3,woodstock,,,0,0,Exceeded
Blandford-Blenheim,2021A00053532045,2580,210,90,11.6279069767442,3.48837209302326,3532045,"Blandford-Blenheim, Township (TP)",1.2,3.1,7565,2.2,19.8,42.8,2.7,45200,14.6,0.4,blandford blenheim,,,0,0,
Bayham,2021A00053534005,2130,270,115,18.075117370892,5.39906103286385,3534005,"Bayham, Municipality (MU)",2.8,3.6,7096,-4.1,29,34.4,3.1,33600,11.5,0.4,bayham,,,0,0,
Malahide,2021A00053534010,2775,290,75,13.1531531531532,2.7027027027027,3534010,"Malahide, Township (TP)",2.8,4.1,9308,0.2,23.6,37.2,3.1,42400,12.8,0,malahide,,,0,0,
Aylmer,2021A00053534011,3070,385,210,19.3811074918567,6.84039087947883,3534011,"Aylmer, Town (T)",2.5,3.9,7699,2.8,1208.6,39.2,2.5,34400,31.3,0,aylmer,,,0,0,
Central Elgin,2021A00053534020,5325,450,235,12.8638497652582,4.4131455399061,3534020,"Central Elgin, Municipality (MU)",3.7,6,13746,9,49.1,48.8,2.5,51600,10.3,0,central elgin,London CMA,Central Elgin MU,6,11,
St. Thomas,2021A00053534021,18060,2405,1035,19.0476190476191,5.73089700996678,3534021,"St. Thomas, City (CY)",2.6,3.8,42840,10.1,1203.2,43.6,2.3,38000,32.2,0.5,st thomas,London CMA,St. Thomas CY,19,16,
Southwold,2021A00053534024,1565,80,20,6.38977635782748,1.2779552715655,3534024,"Southwold, Township (TP)",2.7,4,4851,9.7,16.1,44,2.8,52800,8.5,0,southwold,London CMA,Southwold TP,4,10,
Dutton/Dunwich,2021A00053534030,1490,90,80,11.4093959731544,5.36912751677852,3534030,"Dutton/Dunwich, Municipality (MU)",1.1,0.9,4152,7.4,14.1,44,2.6,38000,16.6,0,dutton dunwich,,,0,0,
West Elgin,2021A00053534042,1935,200,55,13.1782945736434,2.84237726098191,3534042,"West Elgin, Municipality (MU)",1.4,2.1,5060,1.3,15.7,48.8,2.4,36400,15.7,0,west elgin,,,0,0,
Chatham-Kent,2021A00053536020,42860,4665,2050,15.6672888474102,4.78301446570229,3536020,"Chatham-Kent, Municipality (MU)",1.3,1.9,103988,2.3,42.4,46.4,2.3,36400,28,0.4,chatham kent,Chatham-Kent CA,Chatham-Kent MU,9,39,Exceeded
Moravian 47,2021A00053536029,0,0,0,,,,,,,,,,,,,,,moravian 47,,,0,0,
Pelee,2021A00053537001,,,,,,3537001,"Pelee, Township (TP)",20.6,13.8,230,-2.1,5.6,60.4,1.8,,0,0,pelee,,,0,0,
Leamington,2021A00053537003,10445,1260,680,18.5734801340354,6.51029200574438,3537003,"Leamington, Municipality (MU)",2.7,3.3,29680,7.6,113.6,41.2,2.7,40000,30.7,0.4,leamington,,,0,0,
Kingsville,2021A00053537013,8120,625,295,11.3300492610837,3.63300492610837,3537013,"Kingsville, Town (T)",1.8,2.3,22119,2.6,89.9,45.2,2.6,44800,15.3,0.2,kingsville,,,0,0,
Essex,2021A00053537016,8240,630,365,12.0752427184466,4.42961165048544,3537016,"Essex, Town (T)",2.5,3.8,21216,3.9,76.4,46.8,2.5,41200,14.7,0.2,essex,,,0,0,
Amherstburg,2021A00053537028,9085,885,320,13.26362135388,3.52228948816731,3537028,"Amherstburg, Town (T)",1.8,2.4,23524,7.2,128,45.6,2.5,46000,14.6,0.2,amherstburg,Windsor CMA,Amherstburg T,2,13,
LaSalle,2021A00053537034,11610,890,370,10.8527131782946,3.18690783807063,3537034,"LaSalle, Town (T)",1.4,1.6,32721,8.4,503.7,44,2.8,56000,8.7,0.2,lasalle,Windsor CMA,LaSalle T,2,1,
Windsor,2021A00053537039,94260,12905,6930,21.0428601739868,7.3520050922979,3537039,"Windsor, City (CY)",2.8,3.6,229660,5.7,1572.8,40.8,2.4,38800,37.5,0.4,windsor,Windsor CMA,Windsor CY,9,16,Not met
Tecumseh,2021A00053537048,8915,665,335,11.2170499158721,3.75771172181716,3537048,"Tecumseh, Town (T)",1.2,1.7,23300,0.3,246.3,47.6,2.6,54800,11.2,0.2,tecumseh,Windsor CMA,Tecumseh T,0,99,
Lakeshore,2021A00053537064,14055,1085,505,11.3127001067236,3.59302739238705,3537064,"Lakeshore, Town (T)",1.9,2.4,40410,10.4,76.4,42.8,2.8,50400,8.4,0.1,lakeshore,Windsor CMA,Lakeshore T,0,7,
St. Clair,2021A00053538003,5665,375,190,9.97352162400706,3.35392762577229,3538003,"St. Clair, Township (TP)",1.4,2,14659,4.1,23.7,44.8,2.4,51600,13.7,0.2,st clair,Sarnia CA,St. Clair TP,0,4,
Walpole Island 46,2021A00053538004,,,,,,,,,,,,,,,,,,walpole island 46,,,0,0,
Dawn-Euphemia,2021A00053538007,550,30,35,11.8181818181818,6.36363636363636,3538007,"Dawn-Euphemia, Township (TP)",1.6,2.6,1968,0.1,4.4,43.6,2.6,43200,17,0,dawn euphemia,,,0,0,
Brooke-Alvinston,2021A00053538015,745,75,0,10.0671140939597,0,3538015,"Brooke-Alvinston, Municipality (MU)",2.2,2.6,2359,-2.2,7.6,41.6,2.6,35600,15.8,0,brooke alvinston,,,0,0,
Enniskillen,2021A00053538016,875,45,35,9.14285714285714,4,3538016,"Enniskillen, Township (TP)",1,1.2,2825,1,8.4,47.2,2.6,44800,13.9,0,enniskillen,,,0,0,
Oil Springs,2021A00053538018,270,0,0,0,0,3538018,"Oil Springs, Village (VL)",1.5,3.2,647,-0.2,79.5,40.8,2.4,47200,5.6,0,oil springs,,,0,0,
Petrolia,2021A00053538019,2460,200,80,11.3821138211382,3.2520325203252,3538019,"Petrolia, Town (T)",0.6,1.3,6013,4.7,482.6,42.8,2.4,41600,20.9,0.4,petrolia,,,0,0,
Sarnia 45,2021A00053538025,0,0,0,,,,,,,,,,,,,,,sarnia 45,,,0,0,
Sarnia,2021A00053538030,32110,3870,1880,17.9071940205543,5.8548738710682,3538030,"Sarnia, City (CY)",1.4,2.1,72047,0.6,439.6,46,2.2,41200,31.8,0.4,sarnia,Sarnia CA,Sarnia CY,114,11,Exceeded
Point Edward,2021A00053538031,940,75,25,10.6382978723404,2.65957446808511,3538031,"Point Edward, Village (VL)",1.2,2.9,1930,-5.3,585,55.2,2.1,49200,14.9,0,point edward,Sarnia CA,Point Edward VL,0,2,
Plympton-Wyoming,2021A00053538035,2965,180,90,9.106239460371,3.035413153457,3538035,"Plympton-Wyoming, Town (T)",1.4,2.9,8308,6.6,26.1,45.6,2.6,53600,11.8,0.3,plympton wyoming,Sarnia CA,Plympton-Wyoming T,0,15,
Lambton Shores,2021A00053538040,5165,475,240,13.8431752178122,4.64666021297193,3538040,"Lambton Shores, Municipality (MU)",4.7,5.7,11876,11.7,35.9,56.8,2.2,39200,19,0.2,lambton shores,,,0,0,
Warwick,2021A00053538043,1215,125,45,13.9917695473251,3.7037037037037,3538043,"Warwick, Township (TP)",1.4,2.7,3641,-1.4,12.5,41.6,2.6,45200,21.8,0.7,warwick,,,0,0,
Kettle Point 44,2021A00053538056,0,0,0,,,,,,,,,,,,,,,kettle point 44,,,0,0,
Newbury,2021A00053539002,195,0,0,0,0,3539002,"Newbury, Village (VL)",2.1,2.1,440,-5.6,248.6,47.2,2.4,38000,25.6,0,newbury,,,0,0,
Southwest Middlesex,2021A00053539005,2215,200,90,13.0925507900677,4.06320541760722,3539005,"Southwest Middlesex, Municipality (MU)",1.5,2,5893,3,13.8,44.8,2.4,39200,20.8,0.4,southwest middlesex,,,0,0,
Strathroy-Caradoc,2021A00053539015,9315,845,450,13.9023081052067,4.83091787439614,3539015,"Strathroy-Caradoc, Municipality (MU)",1.5,1.7,23871,14.4,88.1,43.6,2.5,39600,21.9,0.2,strathroy caradoc,London CMA,Strathroy-Caradoc MU,2,2,
Chippewas of the Thames First Nation 42,2021A00053539017,,,,,,,,,,,,,,,,,,chippewas of the thames first nation 42,,,0,0,
Munsee-Delaware Nation 1,2021A00053539018,,,,,,,,,,,,,,,,,,munsee delaware nation 1,,,0,0,
Oneida 41,2021A00053539021,,,,,,,,,,,,,,,,,,oneida 41,,,0,0,
Thames Centre,2021A00053539027,4890,345,210,11.3496932515337,4.29447852760736,3539027,"Thames Centre, Municipality (MU)",1.2,1.3,13980,6,32.2,45.2,2.7,49200,11.9,0,thames centre,London CMA,Thames Centre MU,7,13,
Middlesex Centre,2021A00053539033,6300,565,225,12.5396825396825,3.57142857142857,3539033,"Middlesex Centre, Municipality (MU)",1.4,3.8,18928,9.7,32.2,43.6,2.8,51600,10.2,0,middlesex centre,London CMA,Middlesex Centre MU,1,22,
London,2021A00053539036,174590,26755,15255,24.0620883212097,8.73761383813506,3539036,"London, City (CY)",2.7,3.3,422324,10,1004.3,38.8,2.4,41200,41.9,0.4,london,London CMA,London CY,297,120,Not met
North Middlesex,2021A00053539041,2085,155,105,12.4700239808153,5.03597122302158,3539041,"North Middlesex, Municipality (MU)",1.1,4.2,6307,-0.7,10.5,44,2.6,38800,18.2,0,north middlesex,,,0,0,
Adelaide-Metcalfe,2021A00053539047,860,75,35,12.7906976744186,4.06976744186047,3539047,"Adelaide-Metcalfe, Township (TP)",1.6,2.9,3011,0.7,9.1,43.2,2.9,46800,18.2,0,adelaide metcalfe,London CMA,Adelaide-Metcalfe TP,0,1,
Lucan Biddulph,2021A00053539060,1975,145,90,11.8987341772152,4.55696202531646,3539060,"Lucan Biddulph, Township (TP)",0.8,0.8,5680,20.9,33.6,37.6,2.7,45200,14.2,0,lucan biddulph,,,0,0,
South Huron,2021A00053540005,4170,450,225,16.1870503597122,5.39568345323741,3540005,"South Huron, Municipality (MU)",1.5,2.2,10063,-0.3,23.7,50,2.3,41200,27.2,0.5,south huron,,,0,0,
Bluewater,2021A00053540010,3100,310,175,15.6451612903226,5.64516129032258,3540010,"Bluewater, Municipality (MU)",5.5,6.7,7540,5.7,18.1,52,2.3,45200,16.5,0,bluewater,,,0,0,
Central Huron,2021A00053540025,3005,320,95,13.8103161397671,3.16139767054908,3540025,"Central Huron, Municipality (MU)",2.9,3.5,7799,2.9,17.4,48.8,2.3,41600,18.8,0,central huron,,,0,0,
Goderich,2021A00053540028,3670,480,265,20.299727520436,7.22070844686649,3540028,"Goderich, Town (T)",1.3,1.4,7881,3.3,923.1,52.8,2.1,38000,34.6,0,goderich,,,0,0,
Huron East,2021A00053540040,3345,335,100,13.0044843049327,2.98953662182362,3540040,"Huron East, Municipality (MU)",1.4,3.1,9512,4.1,14.2,41.6,2.5,36800,21.4,0.4,huron east,,,0,0,
Howick,2021A00053540046,1165,135,50,15.8798283261803,4.29184549356223,3540046,"Howick, Township (TP)",1.6,3.3,4045,4.4,14.1,35.2,3,38400,16.4,0,howick,,,0,0,
Morris-Turnberry,2021A00053540050,1020,85,30,11.2745098039216,2.94117647058824,3540050,"Morris-Turnberry, Municipality (MU)",0.8,2.4,3590,2.7,9.5,40,2.8,46400,11.7,0,morris turnberry,,,0,0,
North Huron,2021A00053540055,2060,225,120,16.747572815534,5.8252427184466,3540055,"North Huron, Township (TP)",0.8,3.1,5052,2.4,28.2,44,2.3,36000,28.8,0,north huron,,,0,0,
Ashfield-Colborne-Wawanosh,2021A00053540063,2065,200,65,12.8329297820823,3.14769975786925,3540063,"Ashfield-Colborne-Wawanosh, Township (TP)",3.5,5.2,5884,8.5,10,51.2,2.5,42000,9.7,0,ashfield colborne wawanosh,,,0,0,
South Bruce,2021A00053541004,1915,190,55,12.7937336814621,2.87206266318538,3541004,"South Bruce, Municipality (MU)",1.8,2.3,5880,4.3,12.1,41.2,2.6,37600,19.7,0,south bruce,,,0,0,
Huron-Kinloss,2021A00053541015,2865,285,140,14.8342059336824,4.88656195462478,3541015,"Huron-Kinloss, Township (TP)",3.7,4.9,7723,9.3,17.5,46,2.5,44800,13.4,0.3,huron kinloss,,,0,0,
Kincardine,2021A00053541024,4970,450,260,14.2857142857143,5.23138832997988,3541024,"Kincardine, Municipality (MU)",2.6,4.2,12268,7.7,22.8,44.4,2.3,52000,20.1,0.2,kincardine,,,0,0,
Brockton,2021A00053541032,3700,370,155,14.1891891891892,4.18918918918919,3541032,"Brockton, Municipality (MU)",2.5,3.5,9784,3.4,17.3,44.8,2.4,40800,20.8,0.2,brockton,,,0,0,
Arran-Elderslie,2021A00053541043,2555,330,180,19.9608610567515,7.04500978473581,3541043,"Arran-Elderslie, Municipality (MU)",2.7,3.8,6913,1.6,15.1,42,2.4,39200,22.3,0.4,arran elderslie,,,0,0,
Saugeen Shores,2021A00053541045,6865,640,310,13.8383102694829,4.5156591405681,3541045,"Saugeen Shores, Town (T)",3.3,4.5,15908,16,93.5,46.8,2.3,51200,19.6,0.2,saugeen shores,,,0,0,
South Bruce Peninsula,2021A00053541055,4030,415,250,16.5012406947891,6.20347394540943,3541055,"South Bruce Peninsula, Town (T)",7.6,7.5,9137,8.6,17.2,56.8,2.2,39200,16.9,0.2,south bruce peninsula,,,0,0,
Chief's Point No. 28,2021A00053541056,,,,,,,,,,,,,,,,,,chief s point no 28,,,0,0,
Saugeen 29,2021A00053541057,0,0,0,,,,,,,,,,,,,,,saugeen 29,,,0,0,
Neyaashiinigmiing 27,2021A00053541060,0,0,0,,,,,,,,,,,,,,,neyaashiinigmiing 27,,,0,0,
Northern Bruce Peninsula,2021A00053541069,2155,215,130,16.0092807424594,6.03248259860789,3541069,"Northern Bruce Peninsula, Municipality (MU)",13.9,13.7,4404,10.1,5.7,61.6,2,39600,10.2,0,northern bruce peninsula,,,0,0,
West Grey,2021A00053542004,4910,455,230,13.9511201629328,4.68431771894094,3542004,"West Grey, Municipality (MU)",1.7,3.5,13131,4.9,15,49.6,2.5,33600,14.1,0.6,west grey,,,0,0,
Southgate,2021A00053542005,2715,340,245,21.5469613259669,9.02394106813996,3542005,"Southgate, Township (TP)",1.5,1.7,8716,18.5,13.6,36,2.9,40400,16.6,0.3,southgate,,,0,0,
Grey Highlands,2021A00053542015,3715,440,260,18.842530282638,6.99865410497981,3542015,"Grey Highlands, Municipality (MU)",3.2,7.1,10424,6.3,11.9,46.8,2.5,38000,13,0,grey highlands,,,0,0,
Hanover,2021A00053542029,3445,525,165,20.0290275761974,4.78955007256894,3542029,"Hanover, Town (T)",1.6,2.7,7967,3.6,814.6,49.2,2.2,35200,36,0.4,hanover,,,0,0,
Chatsworth,2021A00053542037,2530,235,160,15.6126482213439,6.32411067193676,3542037,"Chatsworth, Township (TP)",2.6,3.2,7080,6.8,11.9,46,2.6,35200,9.3,0.4,chatsworth,,,0,0,
The Blue Mountains,2021A00053542045,4260,540,335,20.5399061032864,7.86384976525822,3542045,"The Blue Mountains, Town (T)",7.6,8.5,9390,33.7,33,58.8,2.1,49600,13,0,the blue mountains,,,0,0,
Meaford,2021A00053542047,4825,590,320,18.860103626943,6.63212435233161,3542047,"Meaford, Municipality (MU)",2,2.8,11485,4.5,19.5,54.4,2.3,36800,19.2,0.3,meaford,,,0,0,
Georgian Bluffs,2021A00053542053,4315,355,125,11.1239860950174,2.89687137891078,3542053,"Georgian Bluffs, Township (TP)",2.2,2.6,11100,5.9,18.5,51.2,2.5,41200,7,0.4,georgian bluffs,,,0,0,
Owen Sound,2021A00053542059,9895,1660,735,24.2041435068216,7.42799393633148,3542059,"Owen Sound, City (CY)",2.1,3.1,21612,1.3,892.6,48,2.1,34000,42,0.3,owen sound,,,0,0,
Adjala-Tosorontio,2021A00053543003,3745,400,260,17.6234979973298,6.94259012016021,3543003,"Adjala-Tosorontio, Township (TP)",1.3,1.9,10989,0.1,29.6,46.4,2.9,48000,7,0,adjala tosorontio,,,0,0,
Clearview,2021A00053543005,5410,700,295,18.3918669131238,5.45286506469501,3543005,"Clearview, Township (TP)",2.3,3.3,14814,4.7,26.6,44.8,2.6,42800,14.7,0.3,clearview,,,0,0,
New Tecumseth,2021A00053543007,15770,2485,1085,22.6379201014585,6.88015218769816,3543007,"New Tecumseth, Town (T)",1.3,2,43948,28.3,160.5,39.6,2.7,49600,16.1,0.1,new tecumseth,Toronto Other,New Tecumseth T,1,29,Not met
Springwater,2021A00053543009,7350,760,435,16.2585034013605,5.91836734693878,3543009,"Springwater, Township (TP)",1.9,2.8,21701,13.9,40.5,43.2,2.9,44800,10.3,0.3,springwater,Barrie CMA,Springwater TP,8,18,
Bradford West Gwillimbury,2021A00053543014,13360,2400,1165,26.684131736527,8.72005988023952,3543014,"Bradford West Gwillimbury, Town (T)",2.1,4.3,42880,21.4,213.7,37.6,3.2,46400,16.5,0.1,bradford west gwillimbury,Toronto Other,Bradford West Gwillimbury T,18,8,Not met
Severn,2021A00053543015,5725,490,280,13.4497816593886,4.89082969432314,3543015,"Severn, Township (TP)",3.3,4.4,14576,8.3,27.9,49.6,2.5,42800,10.1,0.2,severn,,,0,0,
Innisfil,2021A00053543017,15635,2515,1260,24.1445474896067,8.05884234090182,3543017,"Innisfil, Town (T)",4.6,6.5,43326,18.5,165.1,42,2.8,46000,14.3,0.1,innisfil,Barrie CMA,Innisfil T,3,222,Exceeded
Ramara,2021A00053543019,4335,565,330,20.6459054209919,7.61245674740485,3543019,"Ramara, Township (TP)",4.4,6.2,10377,9.4,25,54.4,2.4,44800,8.7,0.6,ramara,,,0,0,
Essa,2021A00053543021,7835,855,440,16.5283982131461,5.61582641991066,3543021,"Essa, Township (TP)",1.4,2.7,22970,9,82.1,37.6,2.9,53600,19.4,0.3,essa,,,0,0,
Oro-Medonte,2021A00053543023,8445,735,410,13.5583185316755,4.85494375370042,3543023,"Oro-Medonte, Township (TP)",2,2.4,23017,9.4,39.3,47.6,2.7,47600,5.6,0,oro medonte,,,0,0,
Collingwood,2021A00053543031,11170,1740,1215,26.4547896150403,10.8773500447628,3543031,"Collingwood, Town (T)",2.6,3.4,24811,13.8,748.3,50.8,2.2,43200,27.2,0.2,collingwood,,,0,0,
Barrie,2021A00053543042,55315,9715,5045,26.683539727018,9.12049172918738,3543042,"Barrie, City (CY)",2.1,3.4,147829,4.5,1493.1,39.2,2.6,45600,32.3,0.2,barrie,Barrie CMA,Barrie CY,5,12,Exceeded
Chippewas of Rama First Nation,2021A00053543050,0,0,0,,,,,,,,,,,,,,,chippewas of rama first nation,,,0,0,
Orillia,2021A00053543052,14425,2615,1220,26.5857885615251,8.45753899480069,3543052,"Orillia, City (CY)",2.6,4.4,33411,7.2,1171.1,46.8,2.2,37200,38.8,0.3,orillia,,,0,0,
Wasaga Beach,2021A00053543064,10810,1450,705,19.9352451433858,6.52173913043478,3543064,"Wasaga Beach, Town (T)",4.1,4.5,24862,20.3,433,56.4,2.3,40000,14.6,0.1,wasaga beach,,,0,0,
Tiny,2021A00053543068,5375,525,325,15.8139534883721,6.04651162790698,3543068,"Tiny, Township (TP)",8.1,9.9,12966,10,38.7,55.2,2.4,45200,7.7,0.5,tiny,,,0,0,
Christian Island 30,2021A00053543069,0,0,0,,,,,,,,,,,,,,,christian island 30,,,0,0,
Christian Island 30A,2021A00053543070,,,,,,,,,,,,,,,,,,christian island 30a,,,0,0,
Tay,2021A00053543071,4510,535,270,17.8492239467849,5.98669623059867,3543071,"Tay, Township (TP)",3.1,5.1,11091,10.5,80.5,49.2,2.4,39600,9.6,0.4,tay,,,0,0,
Penetanguishene,2021A00053543072,3975,595,240,21.0062893081761,6.0377358490566,3543072,"Penetanguishene, Town (T)",2.6,3.7,10077,12.4,396.4,52,2.3,37600,24.3,0.3,penetanguishene,,,0,0,
Midland,2021A00053543074,7845,1165,650,23.1357552581262,8.2855321861058,3543074,"Midland, Town (T)",1.9,3.1,17817,5.7,504.3,50,2.2,34000,34.4,0.2,midland,,,0,0,
Gravenhurst,2021A00053544002,5495,685,425,20.2001819836215,7.73430391264786,3544002,"Gravenhurst, Town (T)",5.5,6.5,13157,6.9,26.9,53.6,2.2,38800,21.5,0.3,gravenhurst,,,0,0,
Bracebridge,2021A00053544018,7210,1005,470,20.4576976421637,6.51872399445215,3544018,"Bracebridge, Town (T)",3.1,3.5,17305,8.1,28.1,51.2,2.3,43200,20.4,0.6,bracebridge,,,0,0,
Lake of Bays,2021A00053544027,1760,160,140,17.0454545454545,7.95454545454545,3544027,"Lake of Bays, Township (TP)",15.5,15.5,3759,18.7,5.6,58.4,2.1,50400,8.8,0,lake of bays,,,0,0,
Huntsville,2021A00053544042,8795,1080,560,18.6469584991472,6.36725412166003,3544042,"Huntsville, Town (T)",2.9,4,21147,6.7,30,49.6,2.4,40400,19.5,0.6,huntsville,,,0,0,
Muskoka Lakes,2021A00053544053,3515,340,305,18.3499288762447,8.67709815078236,3544053,"Muskoka Lakes, Township (TP)",18,20.3,7652,16.2,9.9,57.2,2.2,48800,9.1,0.3,muskoka lakes,,,0,0,
Georgian Bay,2021A00053544065,1655,170,135,18.429003021148,8.1570996978852,3544065,"Georgian Bay, Township (TP)",22.5,23,3441,36.9,6.6,58.4,2.1,45600,10.5,0.6,georgian bay,,,0,0,
Wahta Mohawk Territory,2021A00053544071,,,,,,,,,,,,,,,,,,wahta mohawk territory,,,0,0,
Moose Point 79,2021A00053544073,,,,,,,,,,,,,,,,,,moose point 79,,,0,0,
Highlands East,2021A00053546005,1875,210,130,18.1333333333333,6.93333333333333,3546005,"Highlands East, Municipality (MU)",14.1,18.1,3830,14.6,5.6,58.8,2,36400,11.2,0.8,highlands east,,,0,0,
Minden Hills,2021A00053546015,3215,325,140,14.4634525660964,4.35458786936236,3546015,"Minden Hills, Township (TP)",9,10.5,6971,14.5,8.2,58.8,2.1,39200,11.5,0,minden hills,,,0,0,
Algonquin Highlands,2021A00053546018,1270,125,75,15.748031496063,5.90551181102362,3546018,"Algonquin Highlands, Township (TP)",16.2,20.8,2588,10.1,2.6,60.4,2,44000,8.3,0,algonquin highlands,,,0,0,
Dysart et al,2021A00053546024,3330,370,180,16.5165165165165,5.40540540540541,3546024,"Dysart et al, Municipality (MU)",13,16.8,7182,14.4,4.9,59.2,2.1,40000,15.2,0,dysart et al,,,0,0,
Arnprior,2021A00053547002,4310,585,240,19.1415313225058,5.56844547563805,3547002,"Arnprior, Town (T)",1.9,2.5,9629,9.5,738.5,48,2.2,37600,36.7,0,arnprior,,,0,0,
McNab/Braeside,2021A00053547003,2980,205,115,10.738255033557,3.85906040268456,3547003,"McNab/Braeside, Township (TP)",2.5,3,7591,5.8,29.7,48,2.5,45600,9.9,0,mcnab braeside,,,0,0,
Greater Madawaska,2021A00053547008,1335,160,60,16.4794007490637,4.49438202247191,3547008,"Greater Madawaska, Township (TP)",9.5,11,2864,13.7,2.8,58.8,2.1,44400,5.9,0,greater madawaska,,,0,0,
"Brudenell, Lyndoch and Raglan",2021A00053547020,665,40,20,9.02255639097744,3.00751879699248,3547020,"Brudenell, Lyndoch and Raglan, Township (TP)",4.6,5.1,1552,3.3,2.2,55.6,2.2,29200,8.7,0,brudenell lyndoch and raglan,,,0,0,
